,project_id,uid,date,income
428,86740,1429235843,2022-12-30T00:00:00.000Z,0.05
429,86740,1458049517,2022-12-09T00:00:00.000Z,0.15
430,86740,1674749132,2022-12-12T00:00:00.000Z,0.02
431,86740,1675921760,2022-10-17T00:00:00.000Z,0.0
432,86740,1706440161,2022-11-21T00:00:00.000Z,0.02
433,86740,1710096477,2022-11-29T00:00:00.000Z,0.05
434,86740,1714073899,2022-12-07T00:00:00.000Z,0.32
435,86740,1718146027,2022-11-29T00:00:00.000Z,0.3
436,86740,1718416044,2022-11-29T00:00:00.000Z,0.45
437,86873,1648608319,2022-12-06T00:00:00.000Z,0.16
438,86873,1703905621,2022-10-31T00:00:00.000Z,0.06
439,86976,1429235843,2022-11-23T00:00:00.000Z,0.0
440,86976,1675921760,2023-01-12T00:00:00.000Z,0.0
441,87750,1706440161,2022-11-01T00:00:00.000Z,0.03
442,87750,1710096477,2022-11-29T00:00:00.000Z,0.03
443,87882,1648608319,2022-11-24T00:00:00.000Z,0.0
444,88265,1718416044,2022-11-27T00:00:00.000Z,1.8
445,88915,1714073899,2022-11-30T00:00:00.000Z,0.0
446,89206,1458049517,2022-12-02T00:00:00.000Z,0.0
447,89206,1675921760,2022-10-20T00:00:00.000Z,0.1
448,89206,1684019585,2022-12-15T00:00:00.000Z,2.91
